sale_id,date,client_id,campaign_id,country,region,latitude,longitude,market_status,service,salesperson,segment,revenue,cost,profit,pipeline_stage,win_loss_status,sales_cycle_days
S-78201,2026-05-07,C-8153,CAM-627,Botswana,Gaborone,-24.6282,25.9231,Existing,Process Optimisation,Neo,Startup,41062.37,26882.65,14179.72,Qualified,Lost,9
S-35240,2026-05-07,C-4180,CAM-522,Nigeria,Lagos,6.5244,3.3792,Potential,Cybersecurity,Lerato,NGO,39069.43,27355.65,11713.78,Lead,Lost,33
S-32881,2026-05-07,C-7093,CAM-498,Botswana,Gaborone,-24.6282,25.9231,Existing,Process Optimisation,Aisha,Enterprise,115724.97,71255.32,44469.65,Lead,Won,16
S-55831,2026-05-07,C-9204,CAM-914,South Africa,Johannesburg,-26.2041,28.0473,Existing,Process Optimisation,Aisha,Government,122219.57,37084.26,85135.31,Proposal,Pending,6
S-40105,2026-05-07,C-4321,CAM-542,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Kabelo,Government,106592.38,33065.72,73526.66,Negotiation,Lost,8
S-84086,2026-05-07,C-1130,CAM-965,Zambia,Lusaka,-15.3875,28.3228,Potential,AI Chatbot,Boitumelo,Government,20930.37,14161.88,6768.49,Closed,Won,33
S-67597,2026-05-07,C-5018,CAM-581,Zimbabwe,Harare,-17.8292,31.0522,Potential,Forecasting Model,Boitumelo,Startup,25094.94,16445.07,8649.87,Lead,Pending,70
S-95861,2026-05-07,C-8678,CAM-761,South Africa,Cape Town,-33.9249,18.4241,Growth,BI Dashboard,Boitumelo,SME,21861.25,9717.63,12143.62,Lead,Lost,68
S-98635,2026-05-07,C-1602,CAM-155,Botswana,Maun,-19.9833,23.4167,Expansion,Data Automation,Neo,NGO,38276.58,27402.17,10874.41,Lead,Lost,23
S-90729,2026-05-07,C-8345,CAM-673,Botswana,Francistown,-21.1702,27.5079,Growth,Data Automation,Kabelo,NGO,58668.82,30537.5,28131.32,Qualified,Pending,52
S-41295,2026-05-07,C-4917,CAM-378,Botswana,Gaborone,-24.6282,25.9231,Existing,Process Optimisation,Boitumelo,Government,43713.82,14922.27,28791.55,Negotiation,Won,28
S-89393,2026-05-07,C-6359,CAM-841,Botswana,Maun,-19.9833,23.4167,Expansion,AI Chatbot,Aisha,Enterprise,109784.09,34356.08,75428.01,Closed,Pending,56
S-66929,2026-05-07,C-5566,CAM-881,Botswana,Francistown,-21.1702,27.5079,Growth,Cybersecurity,Boitumelo,Startup,123602.54,39006.04,84596.5,Lead,Lost,55
S-95301,2026-05-07,C-7457,CAM-665,Kenya,Nairobi,-1.2921,36.8219,Potential,Data Automation,Neo,Enterprise,44370.78,28921.2,15449.58,Lead,Pending,53
S-84337,2026-05-07,C-1795,CAM-454,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Lerato,Enterprise,38002.47,27340.98,10661.49,Proposal,Pending,46
S-10026,2026-05-07,C-4700,CAM-515,Namibia,Windhoek,-22.5609,17.0658,Expansion,Process Optimisation,Neo,Enterprise,34553.63,17952.22,16601.41,Closed,Pending,7
S-93472,2026-05-07,C-2497,CAM-436,Zimbabwe,Harare,-17.8292,31.0522,Potential,BI Dashboard,Aisha,Startup,116010.56,41793.71,74216.85,Qualified,Pending,36
S-31178,2026-05-07,C-6763,CAM-568,Botswana,Francistown,-21.1702,27.5079,Growth,HR Analytics,Thato,SME,111117.37,72334.23,38783.14,Closed,Pending,46
S-19876,2026-05-07,C-3212,CAM-601,Botswana,Gaborone,-24.6282,25.9231,Existing,BI Dashboard,Kabelo,SME,81724.37,45795.04,35929.33,Qualified,Pending,13
S-45693,2026-05-07,C-8610,CAM-191,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Kabelo,Government,108568.71,70726.38,37842.33,Qualified,Won,32
S-45255,2026-05-07,C-3461,CAM-395,Zambia,Lusaka,-15.3875,28.3228,Potential,HR Analytics,Thato,Startup,38655.92,27781.09,10874.83,Qualified,Won,66
S-18248,2026-05-07,C-9034,CAM-919,Nigeria,Lagos,6.5244,3.3792,Potential,BI Dashboard,Thato,SME,36357.54,16038.1,20319.44,Proposal,Lost,75
S-67048,2026-05-07,C-1960,CAM-753,Botswana,Francistown,-21.1702,27.5079,Growth,Forecasting Model,Mpho,Startup,37814.92,17576.98,20237.94,Proposal,Pending,42
S-48973,2026-05-07,C-3644,CAM-523,South Africa,Cape Town,-33.9249,18.4241,Growth,Data Automation,Thato,NGO,91382.28,38756.47,52625.81,Lead,Won,44
S-66159,2026-05-07,C-7200,CAM-768,Botswana,Maun,-19.9833,23.4167,Expansion,AI Chatbot,Boitumelo,Enterprise,109091.05,36596.21,72494.84,Closed,Lost,29
S-23172,2026-05-07,C-7402,CAM-300,Botswana,Maun,-19.9833,23.4167,Expansion,BI Dashboard,Lerato,NGO,69505.51,32300.4,37205.11,Proposal,Won,60
S-45985,2026-05-07,C-2827,CAM-594,Namibia,Windhoek,-22.5609,17.0658,Expansion,Process Optimisation,Kabelo,Government,109971.14,59517.79,50453.35,Proposal,Pending,8
S-60678,2026-05-07,C-5891,CAM-553,Kenya,Nairobi,-1.2921,36.8219,Potential,AI Chatbot,Kabelo,NGO,77380.17,44598.35,32781.82,Negotiation,Pending,4
S-65506,2026-05-07,C-8905,CAM-141,Botswana,Francistown,-21.1702,27.5079,Growth,Forecasting Model,Neo,NGO,102252.21,32432.91,69819.3,Proposal,Won,9
S-99866,2026-05-07,C-8126,CAM-424,Zambia,Lusaka,-15.3875,28.3228,Potential,Data Automation,Mpho,NGO,21292.95,10233.64,11059.31,Qualified,Lost,55
S-83657,2026-05-07,C-3740,CAM-119,Zambia,Lusaka,-15.3875,28.3228,Potential,Process Optimisation,Thato,Startup,10243.71,4801.3,5442.41,Proposal,Won,75
S-97733,2026-05-07,C-8874,CAM-653,Kenya,Nairobi,-1.2921,36.8219,Potential,BI Dashboard,Thato,Startup,36286.63,15353.45,20933.18,Negotiation,Pending,57
S-17469,2026-05-07,C-8738,CAM-846,South Africa,Cape Town,-33.9249,18.4241,Growth,Forecasting Model,Mpho,SME,57288.29,25026.42,32261.87,Negotiation,Won,15
S-94099,2026-05-07,C-1330,CAM-120,Zimbabwe,Harare,-17.8292,31.0522,Potential,Forecasting Model,Lerato,Government,65079.32,27786.6,37292.72,Qualified,Pending,22
S-34591,2026-05-07,C-4391,CAM-272,Botswana,Maun,-19.9833,23.4167,Expansion,Process Optimisation,Boitumelo,SME,99233.86,71081.41,28152.45,Proposal,Pending,19
S-35206,2026-05-07,C-5277,CAM-899,Namibia,Windhoek,-22.5609,17.0658,Expansion,BI Dashboard,Thato,Government,99208.87,61695.16,37513.71,Lead,Won,37
S-33114,2026-05-07,C-4527,CAM-651,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Mpho,Government,122049.73,85951.03,36098.7,Proposal,Lost,4
S-46996,2026-05-07,C-5510,CAM-732,Zimbabwe,Harare,-17.8292,31.0522,Potential,Data Automation,Neo,Government,20576.33,14749.12,5827.21,Negotiation,Pending,11
S-33048,2026-05-07,C-3088,CAM-239,Botswana,Gaborone,-24.6282,25.9231,Existing,Forecasting Model,Kabelo,Startup,79774.69,28583.83,51190.86,Lead,Lost,60
S-83992,2026-05-07,C-3832,CAM-461,Nigeria,Lagos,6.5244,3.3792,Potential,Process Optimisation,Thato,Startup,24774.35,11182.09,13592.26,Closed,Lost,53
S-94579,2026-05-07,C-8823,CAM-971,Botswana,Maun,-19.9833,23.4167,Expansion,Forecasting Model,Aisha,NGO,24916.71,7535.14,17381.57,Proposal,Lost,56
S-21544,2026-05-07,C-2922,CAM-931,Botswana,Maun,-19.9833,23.4167,Expansion,HR Analytics,Boitumelo,SME,94109.35,43268.72,50840.63,Qualified,Pending,26
S-96387,2026-05-07,C-3417,CAM-432,Namibia,Windhoek,-22.5609,17.0658,Expansion,Data Automation,Neo,Startup,120932.64,65780.68,55151.96,Proposal,Pending,15
S-86793,2026-05-07,C-4445,CAM-189,Botswana,Maun,-19.9833,23.4167,Expansion,Data Automation,Mpho,Enterprise,51346.42,25314.16,26032.26,Qualified,Pending,56
S-83704,2026-05-07,C-3698,CAM-323,Namibia,Windhoek,-22.5609,17.0658,Expansion,HR Analytics,Neo,NGO,56244.43,17380.62,38863.81,Negotiation,Lost,40
S-34427,2026-05-07,C-2608,CAM-216,Zambia,Lusaka,-15.3875,28.3228,Potential,HR Analytics,Neo,Startup,12394.15,4990.02,7404.13,Lead,Won,62
S-66654,2026-05-07,C-8189,CAM-743,Nigeria,Lagos,6.5244,3.3792,Potential,Cybersecurity,Boitumelo,NGO,56565.47,33241.35,23324.12,Negotiation,Pending,37
S-99741,2026-05-07,C-6952,CAM-770,Zimbabwe,Harare,-17.8292,31.0522,Potential,HR Analytics,Mpho,SME,83387.6,41869.59,41518.01,Qualified,Pending,56
S-92453,2026-05-07,C-6291,CAM-727,South Africa,Cape Town,-33.9249,18.4241,Growth,AI Chatbot,Lerato,Startup,123983.5,59365.4,64618.1,Proposal,Won,26
S-95173,2026-05-07,C-2178,CAM-127,Kenya,Nairobi,-1.2921,36.8219,Potential,Process Optimisation,Mpho,NGO,112711.97,37465.44,75246.53,Closed,Lost,55
S-71312,2026-05-07,C-1189,CAM-132,Botswana,Gaborone,-24.6282,25.9231,Existing,Cybersecurity,Kabelo,Startup,57616.74,19557.52,38059.22,Closed,Won,59
S-87576,2026-05-07,C-3491,CAM-838,Kenya,Nairobi,-1.2921,36.8219,Potential,BI Dashboard,Aisha,SME,41952.4,15795.54,26156.86,Closed,Won,40
S-54349,2026-05-07,C-8069,CAM-261,Zambia,Lusaka,-15.3875,28.3228,Potential,HR Analytics,Mpho,Startup,78255.41,28858.99,49396.42,Negotiation,Won,11
S-69784,2026-05-07,C-2276,CAM-458,Zambia,Lusaka,-15.3875,28.3228,Potential,BI Dashboard,Aisha,SME,20256.36,10755.23,9501.13,Negotiation,Won,53
S-69022,2026-05-07,C-2202,CAM-900,Botswana,Maun,-19.9833,23.4167,Expansion,Forecasting Model,Thato,NGO,92069.24,47852.3,44216.94,Proposal,Pending,66
S-48409,2026-05-07,C-3498,CAM-617,Nigeria,Lagos,6.5244,3.3792,Potential,Process Optimisation,Mpho,Enterprise,66444.67,22119.66,44325.01,Qualified,Won,28
S-72829,2026-05-07,C-3203,CAM-963,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Aisha,SME,77015.65,54831.52,22184.13,Qualified,Pending,64
S-29586,2026-05-07,C-1660,CAM-645,Zambia,Lusaka,-15.3875,28.3228,Potential,HR Analytics,Kabelo,SME,60943.31,31252.38,29690.93,Proposal,Won,5
S-55036,2026-05-07,C-8445,CAM-424,Zambia,Lusaka,-15.3875,28.3228,Potential,Data Automation,Aisha,Enterprise,8441.25,6067.11,2374.14,Closed,Lost,59
S-43417,2026-05-07,C-8631,CAM-661,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Lerato,NGO,77376.67,25644.86,51731.81,Closed,Pending,46
S-36694,2026-05-07,C-1399,CAM-443,Nigeria,Lagos,6.5244,3.3792,Potential,BI Dashboard,Kabelo,NGO,114092.89,73008.63,41084.26,Qualified,Pending,33
S-98432,2026-05-07,C-3328,CAM-589,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Neo,NGO,43323.57,15031.44,28292.13,Negotiation,Won,73
S-94402,2026-05-07,C-3114,CAM-507,Kenya,Nairobi,-1.2921,36.8219,Potential,Cybersecurity,Boitumelo,Enterprise,68225.53,46717.63,21507.9,Negotiation,Lost,12
S-71624,2026-05-07,C-4183,CAM-343,Botswana,Francistown,-21.1702,27.5079,Growth,AI Chatbot,Lerato,Government,10987.0,6865.96,4121.04,Qualified,Pending,68
S-37581,2026-05-07,C-9877,CAM-120,Botswana,Francistown,-21.1702,27.5079,Growth,Data Automation,Mpho,SME,35700.23,14267.14,21433.09,Closed,Pending,73
S-63973,2026-05-07,C-8110,CAM-222,South Africa,Cape Town,-33.9249,18.4241,Growth,AI Chatbot,Kabelo,Startup,115310.58,58532.83,56777.75,Lead,Pending,48
S-78992,2026-05-07,C-6972,CAM-412,Namibia,Windhoek,-22.5609,17.0658,Expansion,Data Automation,Aisha,Enterprise,126033.11,82526.55,43506.56,Closed,Won,52
S-55535,2026-05-07,C-4372,CAM-141,Botswana,Francistown,-21.1702,27.5079,Growth,BI Dashboard,Kabelo,NGO,127965.97,77579.02,50386.95,Lead,Won,66
S-56182,2026-05-07,C-3491,CAM-187,Zimbabwe,Harare,-17.8292,31.0522,Potential,Data Automation,Thato,SME,115941.52,45889.52,70052.0,Negotiation,Lost,45
S-34769,2026-05-07,C-6279,CAM-273,Botswana,Francistown,-21.1702,27.5079,Growth,Process Optimisation,Neo,Enterprise,75894.63,29582.72,46311.91,Lead,Lost,24
S-51625,2026-05-07,C-4571,CAM-875,Botswana,Maun,-19.9833,23.4167,Expansion,BI Dashboard,Boitumelo,Enterprise,64676.56,21643.59,43032.97,Negotiation,Lost,69
S-62344,2026-05-07,C-1056,CAM-720,Botswana,Maun,-19.9833,23.4167,Expansion,BI Dashboard,Lerato,SME,69094.62,43444.42,25650.2,Lead,Lost,28
S-81319,2026-05-07,C-1212,CAM-220,Botswana,Maun,-19.9833,23.4167,Expansion,HR Analytics,Kabelo,Enterprise,86685.25,56266.83,30418.42,Proposal,Pending,8
S-62292,2026-05-07,C-7082,CAM-720,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Kabelo,SME,87604.6,46712.64,40891.96,Closed,Won,74
S-71463,2026-05-07,C-7714,CAM-100,Nigeria,Lagos,6.5244,3.3792,Potential,Data Automation,Kabelo,Government,119407.18,61505.09,57902.09,Proposal,Lost,59
S-47323,2026-05-07,C-1844,CAM-355,Botswana,Francistown,-21.1702,27.5079,Growth,BI Dashboard,Lerato,Startup,110656.96,42112.2,68544.76,Negotiation,Lost,30
S-71232,2026-05-07,C-3749,CAM-661,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Mpho,Enterprise,12162.1,7506.55,4655.55,Proposal,Won,33
S-30331,2026-05-07,C-5724,CAM-613,Botswana,Gaborone,-24.6282,25.9231,Existing,Cybersecurity,Kabelo,SME,55424.81,21126.01,34298.8,Closed,Lost,35
S-73025,2026-05-07,C-8216,CAM-377,South Africa,Cape Town,-33.9249,18.4241,Growth,Forecasting Model,Mpho,NGO,25669.98,17917.11,7752.87,Negotiation,Lost,44
S-84135,2026-05-07,C-1308,CAM-806,Namibia,Windhoek,-22.5609,17.0658,Expansion,Cybersecurity,Boitumelo,Startup,45037.05,28317.17,16719.88,Proposal,Pending,54
S-84037,2026-05-07,C-5367,CAM-789,Zambia,Lusaka,-15.3875,28.3228,Potential,AI Chatbot,Boitumelo,Startup,35356.09,17975.31,17380.78,Qualified,Pending,55
S-39292,2026-05-07,C-6058,CAM-937,Namibia,Windhoek,-22.5609,17.0658,Expansion,Forecasting Model,Lerato,Government,62915.34,20360.2,42555.14,Proposal,Won,25
S-26227,2026-05-07,C-6010,CAM-463,Zimbabwe,Harare,-17.8292,31.0522,Potential,AI Chatbot,Kabelo,Government,21127.8,13053.32,8074.48,Closed,Won,21
S-44440,2026-05-07,C-2222,CAM-663,Botswana,Francistown,-21.1702,27.5079,Growth,Data Automation,Thato,Enterprise,106831.06,38086.3,68744.76,Negotiation,Lost,54
S-54290,2026-05-07,C-8238,CAM-944,Zambia,Lusaka,-15.3875,28.3228,Potential,AI Chatbot,Kabelo,NGO,116460.73,47645.23,68815.5,Closed,Pending,48
S-20848,2026-05-07,C-3014,CAM-531,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Mpho,Enterprise,102352.37,59779.6,42572.77,Qualified,Pending,31
S-43442,2026-05-07,C-3866,CAM-191,Nigeria,Lagos,6.5244,3.3792,Potential,Cybersecurity,Thato,Enterprise,56739.99,18382.46,38357.53,Closed,Won,3
S-30652,2026-05-07,C-6479,CAM-467,Kenya,Nairobi,-1.2921,36.8219,Potential,Cybersecurity,Aisha,SME,74463.52,29678.0,44785.52,Negotiation,Pending,14
S-60792,2026-05-07,C-1616,CAM-178,Nigeria,Lagos,6.5244,3.3792,Potential,Forecasting Model,Boitumelo,Enterprise,58190.89,27215.85,30975.04,Proposal,Pending,32
S-76252,2026-05-07,C-8234,CAM-847,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Mpho,Enterprise,39732.97,24352.74,15380.23,Negotiation,Lost,9
S-65127,2026-05-07,C-4797,CAM-550,Zambia,Lusaka,-15.3875,28.3228,Potential,Cybersecurity,Mpho,NGO,129842.1,63435.79,66406.31,Closed,Lost,22
S-12852,2026-05-07,C-9373,CAM-420,Namibia,Windhoek,-22.5609,17.0658,Expansion,Cybersecurity,Lerato,Startup,98451.9,31090.85,67361.05,Lead,Lost,56
S-11025,2026-05-07,C-3522,CAM-112,Botswana,Gaborone,-24.6282,25.9231,Existing,AI Chatbot,Neo,NGO,59083.4,30821.19,28262.21,Negotiation,Pending,63
S-41132,2026-05-07,C-7149,CAM-882,Namibia,Windhoek,-22.5609,17.0658,Expansion,AI Chatbot,Kabelo,Enterprise,107300.2,55163.5,52136.7,Negotiation,Lost,23
S-79101,2026-05-07,C-6421,CAM-627,Namibia,Windhoek,-22.5609,17.0658,Expansion,AI Chatbot,Aisha,SME,109342.09,71539.62,37802.47,Closed,Pending,66
S-67711,2026-05-07,C-2487,CAM-270,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Mpho,Startup,28224.53,20209.37,8015.16,Negotiation,Lost,3
S-79028,2026-05-07,C-6254,CAM-310,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Mpho,Enterprise,15255.08,7206.22,8048.86,Lead,Won,32
S-80549,2026-05-07,C-9690,CAM-947,Botswana,Francistown,-21.1702,27.5079,Growth,Process Optimisation,Thato,NGO,126032.57,86710.35,39322.22,Proposal,Lost,74
S-13920,2026-05-07,C-5198,CAM-637,Botswana,Gaborone,-24.6282,25.9231,Existing,Data Automation,Boitumelo,SME,15121.97,7450.37,7671.6,Lead,Lost,32
S-93951,2026-05-07,C-8248,CAM-479,Botswana,Maun,-19.9833,23.4167,Expansion,Data Automation,Aisha,SME,80785.8,42333.58,38452.22,Negotiation,Pending,61
S-25629,2026-05-07,C-2010,CAM-455,Namibia,Windhoek,-22.5609,17.0658,Expansion,Cybersecurity,Neo,Enterprise,14805.62,4691.29,10114.33,Lead,Won,67
S-55044,2026-05-07,C-6362,CAM-188,Botswana,Francistown,-21.1702,27.5079,Growth,Cybersecurity,Boitumelo,Government,76029.14,28521.21,47507.93,Closed,Lost,17
S-14027,2026-05-07,C-7308,CAM-107,Botswana,Francistown,-21.1702,27.5079,Growth,HR Analytics,Thato,Enterprise,33029.0,22256.73,10772.27,Negotiation,Pending,27
S-16707,2026-05-07,C-7689,CAM-386,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Neo,Startup,30147.58,11277.79,18869.79,Negotiation,Lost,13
S-24741,2026-05-07,C-8334,CAM-280,Kenya,Nairobi,-1.2921,36.8219,Potential,Forecasting Model,Boitumelo,Government,44917.13,14841.26,30075.87,Qualified,Pending,19
S-45591,2026-05-07,C-3659,CAM-305,Zambia,Lusaka,-15.3875,28.3228,Potential,HR Analytics,Boitumelo,Enterprise,70568.18,29219.77,41348.41,Lead,Lost,64
S-71993,2026-05-07,C-7289,CAM-453,Botswana,Maun,-19.9833,23.4167,Expansion,HR Analytics,Aisha,Startup,120173.02,53570.51,66602.51,Closed,Won,36
S-95075,2026-05-07,C-9032,CAM-558,Namibia,Windhoek,-22.5609,17.0658,Expansion,Forecasting Model,Boitumelo,NGO,33921.37,13874.24,20047.13,Qualified,Pending,73
S-96354,2026-05-07,C-1156,CAM-179,Namibia,Windhoek,-22.5609,17.0658,Expansion,Data Automation,Boitumelo,NGO,11012.17,4353.47,6658.7,Proposal,Lost,20
S-78829,2026-05-07,C-7348,CAM-527,Nigeria,Lagos,6.5244,3.3792,Potential,Cybersecurity,Aisha,Government,100759.4,37282.71,63476.69,Lead,Won,17
S-90546,2026-05-07,C-8050,CAM-302,Zambia,Lusaka,-15.3875,28.3228,Potential,Cybersecurity,Boitumelo,NGO,62531.8,44500.77,18031.03,Lead,Pending,68
S-69356,2026-05-07,C-2913,CAM-178,Botswana,Francistown,-21.1702,27.5079,Growth,Cybersecurity,Kabelo,NGO,37196.22,25453.96,11742.26,Proposal,Won,36
S-99374,2026-05-07,C-8841,CAM-422,Nigeria,Lagos,6.5244,3.3792,Potential,BI Dashboard,Boitumelo,NGO,68730.14,22112.58,46617.56,Qualified,Won,55
S-18747,2026-05-07,C-4729,CAM-485,Zambia,Lusaka,-15.3875,28.3228,Potential,BI Dashboard,Thato,SME,44053.52,24734.07,19319.45,Lead,Won,16
S-42541,2026-05-07,C-6743,CAM-404,South Africa,Johannesburg,-26.2041,28.0473,Existing,Forecasting Model,Lerato,Startup,114547.44,38199.46,76347.98,Closed,Pending,72
S-33029,2026-05-07,C-7988,CAM-616,Botswana,Francistown,-21.1702,27.5079,Growth,BI Dashboard,Thato,SME,52726.8,16063.03,36663.77,Closed,Pending,23
S-13535,2026-05-07,C-5326,CAM-168,Botswana,Maun,-19.9833,23.4167,Expansion,Process Optimisation,Kabelo,Startup,50316.87,28201.22,22115.65,Negotiation,Lost,29
S-99357,2026-05-07,C-7304,CAM-380,Zimbabwe,Harare,-17.8292,31.0522,Potential,BI Dashboard,Lerato,NGO,102507.77,36660.72,65847.05,Qualified,Lost,4
S-67229,2026-05-07,C-7757,CAM-425,Botswana,Gaborone,-24.6282,25.9231,Existing,Data Automation,Neo,Government,31319.26,16062.64,15256.62,Closed,Pending,21
S-60179,2026-05-07,C-3378,CAM-791,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Mpho,Startup,114095.69,37408.33,76687.36,Lead,Lost,52
S-91431,2026-05-07,C-7546,CAM-855,Namibia,Windhoek,-22.5609,17.0658,Expansion,Forecasting Model,Kabelo,Government,126805.92,72166.32,54639.6,Lead,Won,75
S-49267,2026-05-07,C-6006,CAM-313,Nigeria,Lagos,6.5244,3.3792,Potential,Data Automation,Thato,Enterprise,67188.57,36818.12,30370.45,Negotiation,Won,73
S-31398,2026-05-07,C-7709,CAM-561,Botswana,Francistown,-21.1702,27.5079,Growth,Cybersecurity,Kabelo,Government,68290.76,45968.5,22322.26,Negotiation,Won,10
S-53719,2026-05-07,C-7385,CAM-523,Zimbabwe,Harare,-17.8292,31.0522,Potential,BI Dashboard,Mpho,NGO,75342.86,26232.78,49110.08,Qualified,Lost,39
S-64897,2026-05-07,C-5941,CAM-447,Zambia,Lusaka,-15.3875,28.3228,Potential,Data Automation,Lerato,SME,39733.89,15668.64,24065.25,Lead,Won,12
S-48853,2026-05-07,C-5968,CAM-292,Botswana,Francistown,-21.1702,27.5079,Growth,AI Chatbot,Thato,SME,54558.51,37011.63,17546.88,Qualified,Won,29
S-49377,2026-05-07,C-1109,CAM-258,Botswana,Maun,-19.9833,23.4167,Expansion,Forecasting Model,Kabelo,Government,83040.28,55739.36,27300.92,Qualified,Won,33
S-37897,2026-05-07,C-3314,CAM-378,South Africa,Johannesburg,-26.2041,28.0473,Existing,Data Automation,Boitumelo,NGO,8640.77,4393.88,4246.89,Qualified,Lost,10
S-76352,2026-05-07,C-1837,CAM-422,Zimbabwe,Harare,-17.8292,31.0522,Potential,Process Optimisation,Thato,Government,120646.86,68577.0,52069.86,Negotiation,Lost,19
S-84001,2026-05-07,C-8773,CAM-459,South Africa,Cape Town,-33.9249,18.4241,Growth,AI Chatbot,Lerato,Enterprise,23526.47,7670.78,15855.69,Qualified,Pending,69
S-22261,2026-05-07,C-8688,CAM-982,South Africa,Cape Town,-33.9249,18.4241,Growth,Cybersecurity,Aisha,NGO,111692.67,56515.79,55176.88,Closed,Won,40
S-53844,2026-05-07,C-9395,CAM-420,Zambia,Lusaka,-15.3875,28.3228,Potential,Cybersecurity,Boitumelo,SME,89937.09,43888.06,46049.03,Qualified,Pending,61
S-96152,2026-05-07,C-2269,CAM-286,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Boitumelo,Government,83368.1,48801.61,34566.49,Negotiation,Lost,51
S-48852,2026-05-07,C-1606,CAM-920,Botswana,Gaborone,-24.6282,25.9231,Existing,Cybersecurity,Thato,NGO,51943.05,30182.98,21760.07,Qualified,Lost,67
S-92498,2026-05-07,C-9164,CAM-975,Botswana,Gaborone,-24.6282,25.9231,Existing,Forecasting Model,Thato,SME,110354.36,35242.18,75112.18,Proposal,Pending,22
S-28831,2026-05-07,C-4594,CAM-167,Botswana,Francistown,-21.1702,27.5079,Growth,Cybersecurity,Boitumelo,Startup,96616.58,46229.6,50386.98,Negotiation,Lost,40
S-69263,2026-05-07,C-4107,CAM-212,Nigeria,Lagos,6.5244,3.3792,Potential,Process Optimisation,Mpho,NGO,37674.73,12136.69,25538.04,Negotiation,Pending,40
S-53075,2026-05-07,C-3583,CAM-183,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Mpho,Enterprise,71402.15,42253.41,29148.74,Proposal,Pending,60
S-15938,2026-05-07,C-9541,CAM-645,Botswana,Francistown,-21.1702,27.5079,Growth,Data Automation,Boitumelo,SME,88421.13,42480.62,45940.51,Proposal,Lost,13
S-54816,2026-05-07,C-2676,CAM-284,Namibia,Windhoek,-22.5609,17.0658,Expansion,HR Analytics,Thato,NGO,59377.26,34977.35,24399.91,Negotiation,Won,69
S-28634,2026-05-07,C-8829,CAM-441,Kenya,Nairobi,-1.2921,36.8219,Potential,BI Dashboard,Mpho,SME,67099.22,24098.67,43000.55,Lead,Pending,65
S-82416,2026-05-07,C-2538,CAM-962,Botswana,Gaborone,-24.6282,25.9231,Existing,AI Chatbot,Mpho,SME,49157.66,23939.15,25218.51,Qualified,Lost,34
S-12840,2026-05-07,C-9517,CAM-177,Namibia,Windhoek,-22.5609,17.0658,Expansion,BI Dashboard,Aisha,Startup,87142.35,51391.67,35750.68,Negotiation,Lost,33
S-34617,2026-05-07,C-9818,CAM-628,Namibia,Windhoek,-22.5609,17.0658,Expansion,BI Dashboard,Kabelo,Enterprise,23119.01,15371.27,7747.74,Negotiation,Pending,73
S-70510,2026-05-07,C-9270,CAM-971,Zimbabwe,Harare,-17.8292,31.0522,Potential,Process Optimisation,Mpho,Startup,38655.75,14584.34,24071.41,Negotiation,Lost,40
S-64772,2026-05-07,C-7492,CAM-246,Zimbabwe,Harare,-17.8292,31.0522,Potential,Cybersecurity,Kabelo,Startup,93162.81,56159.55,37003.26,Proposal,Pending,12
S-67105,2026-05-07,C-4783,CAM-215,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Thato,Enterprise,92630.9,40269.08,52361.82,Lead,Lost,4
S-30890,2026-05-08,C-2822,CAM-520,Namibia,Windhoek,-22.5609,17.0658,Expansion,Forecasting Model,Thato,SME,97107.05,35252.66,61854.39,Negotiation,Pending,30
S-41820,2026-05-08,C-7323,CAM-947,South Africa,Johannesburg,-26.2041,28.0473,Existing,Data Automation,Lerato,Enterprise,67046.37,43300.37,23746.0,Lead,Won,68
S-21387,2026-05-08,C-6505,CAM-225,South Africa,Johannesburg,-26.2041,28.0473,Existing,BI Dashboard,Thato,NGO,15972.27,6835.14,9137.13,Proposal,Won,32
S-24527,2026-05-08,C-3900,CAM-550,Kenya,Nairobi,-1.2921,36.8219,Potential,BI Dashboard,Kabelo,Startup,92420.05,50531.8,41888.25,Negotiation,Won,71
S-58972,2026-05-08,C-1716,CAM-374,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Lerato,Government,18332.55,7662.82,10669.73,Proposal,Pending,46
