campaign_id,date,country,region,latitude,longitude,service,campaign,channel,segment,impressions,clicks,leads,conversions,campaign_cost,revenue_generated
CAM-215,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Digital Efficiency,Google Ads,Enterprise,23099,735,65,32,2465.68,127849.83
CAM-625,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,Market Expansion,Google Ads,NGO,79995,5199,1565,364,11698.16,2557009.26
CAM-627,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Forecasting Model,Digital Efficiency,Facebook,Startup,41695,2832,843,175,31570.27,485042.3
CAM-507,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Growth Intelligence,Referral,SME,31145,3613,844,443,14780.45,4648682.63
CAM-520,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Lead Generation,Referral,SME,46852,3409,340,118,32481.5,848023.83
CAM-645,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Market Expansion,Facebook,SME,33224,1451,491,279,28870.37,1301360.98
CAM-303,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,Growth Intelligence,Google Ads,Startup,39514,2149,591,181,2544.19,577947.54
CAM-792,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Market Expansion,Email,SME,77680,5283,632,100,30715.14,743737.03
CAM-947,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Market Expansion,Google Ads,Enterprise,83853,4829,443,180,32315.72,1946647.96
CAM-382,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,AI Awareness,LinkedIn,Enterprise,59367,1488,403,45,14108.78,117416.56
CAM-225,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,Lead Generation,Email,NGO,21398,880,124,63,8353.35,735281.2
CAM-587,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Digital Efficiency,Email,NGO,73218,7008,2216,696,11412.37,3264324.48
CAM-300,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Lead Generation,Facebook,Startup,27447,3256,358,124,10305.54,989616.14
CAM-550,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Lead Generation,Facebook,Startup,78836,3072,1028,601,39320.19,5617561.78
CAM-374,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Lead Generation,Organic,Government,58876,3785,1264,295,8997.87,3342212.91
CAM-466,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,Market Expansion,Google Ads,SME,58179,5573,866,438,11719.5,3174658.85
CAM-109,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,AI Awareness,Organic,Enterprise,34718,1257,451,170,30801.4,1357773.82
CAM-153,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Growth Intelligence,Facebook,Startup,47462,795,176,97,26054.42,874269.21
CAM-561,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Growth Intelligence,Facebook,SME,7199,526,80,8,3307.38,37925.2
CAM-240,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Lead Generation,Facebook,NGO,79421,7743,1498,711,25053.57,8998365.95
CAM-809,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Market Expansion,Email,SME,46599,2671,731,446,5294.11,3313860.76
CAM-484,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,AI Awareness,Organic,NGO,80420,7361,1600,772,29557.4,9554832.25
CAM-306,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,AI Awareness,Email,NGO,35556,1818,630,319,20099.17,1357371.62
CAM-734,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,Market Expansion,Organic,Startup,8733,647,113,51,6242.91,426982.25
CAM-346,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,AI Awareness,LinkedIn,NGO,46285,4653,1640,836,15193.45,5925809.61
CAM-641,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Market Expansion,Referral,Enterprise,31027,486,92,26,32160.2,122501.47
CAM-702,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,AI Awareness,LinkedIn,NGO,12377,1035,277,130,21670.16,313629.05
CAM-429,2026-05-08,Botswana,Maun,-19.9833,23.4167,Data Automation,Market Expansion,Google Ads,Startup,11264,393,34,17,1963.01,94747.29
CAM-194,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Market Expansion,Organic,Government,83530,2735,590,355,26053.62,2965207.6
CAM-588,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,Market Expansion,Email,NGO,57459,3093,708,290,24914.16,1921259.5
CAM-340,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Market Expansion,Facebook,Government,41542,3240,813,431,20653.97,5549143.45
CAM-407,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Market Expansion,Facebook,SME,75750,6827,1792,452,33322.02,2385550.48
CAM-470,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Market Expansion,Referral,Startup,70848,2889,357,190,35361.96,2200122.49
CAM-273,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,AI Awareness,Facebook,Startup,71823,3806,948,116,29053.65,490967.35
CAM-264,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,AI Awareness,Facebook,SME,18315,670,86,19,30246.35,59349.73
CAM-867,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,Market Expansion,Referral,SME,21671,643,178,101,22748.87,1233642.75
CAM-856,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Digital Efficiency,Google Ads,Government,39190,741,134,28,30180.79,246483.73
CAM-786,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,Lead Generation,Email,Enterprise,44621,3447,938,495,33296.79,6168992.04
CAM-575,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Digital Efficiency,Email,Government,65834,3391,290,125,13330.6,407632.89
CAM-575,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,Lead Generation,Organic,SME,12370,869,107,30,37580.48,229864.08
CAM-732,2026-05-08,Botswana,Maun,-19.9833,23.4167,BI Dashboard,Lead Generation,Organic,Government,71266,7811,1255,501,7143.01,3124713.33
CAM-322,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Growth Intelligence,Google Ads,SME,13591,1023,201,30,7468.86,327066.07
CAM-587,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Market Expansion,Email,SME,24183,1405,320,96,36642.28,931439.47
CAM-511,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Growth Intelligence,Email,Startup,70706,1543,482,245,39334.72,2074200.54
CAM-638,2026-05-08,Botswana,Maun,-19.9833,23.4167,Forecasting Model,Growth Intelligence,Organic,Enterprise,21627,1817,636,327,15484.76,2097659.29
CAM-878,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,Market Expansion,LinkedIn,Startup,9804,289,86,28,19817.49,148003.74
CAM-614,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,Market Expansion,Organic,Enterprise,32270,2716,631,209,19493.47,2035743.27
CAM-811,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,Market Expansion,Google Ads,SME,20843,1227,433,59,2539.45,283002.93
CAM-435,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Market Expansion,LinkedIn,NGO,79844,8892,2011,668,36780.43,4775281.61
CAM-963,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Lead Generation,Email,Startup,29208,1921,228,122,32641.99,664868.37
CAM-770,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Lead Generation,Google Ads,Government,20172,1411,314,66,4227.82,638228.79
CAM-413,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,Digital Efficiency,Organic,NGO,64913,3280,554,340,6803.83,1596982.07
CAM-752,2026-05-08,Botswana,Maun,-19.9833,23.4167,Forecasting Model,Lead Generation,Referral,Government,47301,4160,1480,905,8057.06,1841068.45
CAM-990,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Market Expansion,Google Ads,Startup,47391,3198,355,43,27450.49,158018.51
CAM-582,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Lead Generation,Facebook,Government,34831,2547,896,499,15014.56,3687296.69
CAM-852,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Lead Generation,Google Ads,NGO,49965,1170,158,65,33248.12,835411.42
CAM-738,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,Growth Intelligence,Referral,SME,8903,605,176,56,36617.97,625854.54
CAM-234,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,Lead Generation,Referral,Enterprise,2149,172,35,11,37811.04,109150.86
CAM-926,2026-05-08,Botswana,Maun,-19.9833,23.4167,Data Automation,AI Awareness,Organic,Government,51651,3993,1197,176,26147.12,568523.42
CAM-945,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Market Expansion,Organic,NGO,69116,3895,1166,391,10881.9,1016707.03
CAM-174,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Digital Efficiency,Google Ads,Startup,2417,58,16,7,20093.51,66059.48
CAM-441,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,AI Awareness,LinkedIn,SME,6099,520,46,17,10936.11,111563.68
CAM-941,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,Digital Efficiency,LinkedIn,SME,27350,1650,537,328,12580.06,4124961.06
CAM-661,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,Digital Efficiency,Google Ads,Enterprise,46181,5403,1681,324,15691.25,975235.08
CAM-203,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Lead Generation,Google Ads,NGO,39727,1703,403,58,32241.33,187451.62
CAM-645,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Lead Generation,LinkedIn,NGO,52810,5190,1481,897,12409.25,10041953.64
CAM-506,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Digital Efficiency,Email,Startup,39394,901,181,96,27088.17,398694.96
CAM-953,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,AI Awareness,Email,SME,70348,3486,876,199,21968.49,1312702.9
CAM-249,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Growth Intelligence,Google Ads,NGO,10811,1219,383,65,15850.95,729816.21
CAM-100,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,Lead Generation,LinkedIn,Startup,56156,4308,1204,544,24218.9,5637317.75
CAM-302,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,HR Analytics,Digital Efficiency,Referral,Startup,55262,1678,302,74,20709.96,818813.13
CAM-308,2026-05-08,Botswana,Maun,-19.9833,23.4167,Data Automation,AI Awareness,Email,NGO,63180,2814,441,172,18620.48,1164717.85
CAM-445,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Digital Efficiency,Facebook,Government,51439,2814,370,121,19581.35,730487.51
CAM-110,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Market Expansion,Email,SME,54163,5918,1734,730,2156.35,2771949.06
CAM-327,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Growth Intelligence,Organic,Enterprise,38974,3376,292,101,35486.99,1238905.05
CAM-843,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Growth Intelligence,Facebook,SME,30163,3243,509,72,26957.32,468972.01
CAM-141,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,Growth Intelligence,LinkedIn,Government,76537,3997,501,139,38633.75,583411.61
CAM-699,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Growth Intelligence,Facebook,NGO,19256,1523,203,63,13087.77,453204.72
CAM-280,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Lead Generation,Facebook,NGO,17259,1540,347,97,20432.96,1049747.27
CAM-378,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Market Expansion,Email,Government,80428,4696,1345,756,21896.8,9812853.18
CAM-299,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Market Expansion,Google Ads,NGO,18377,769,120,55,23202.06,492469.85
CAM-152,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Lead Generation,Email,Government,35716,2772,801,265,13017.48,974467.93
CAM-751,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Forecasting Model,Market Expansion,LinkedIn,Startup,61077,1129,320,68,28786.94,819527.96
CAM-740,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,Digital Efficiency,Organic,Enterprise,3508,330,48,13,24725.06,42807.38
CAM-810,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Digital Efficiency,Google Ads,Enterprise,10517,471,114,41,33903.48,530628.96
CAM-785,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Market Expansion,Organic,SME,28370,890,98,52,27911.71,637317.23
CAM-367,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,Lead Generation,Google Ads,Startup,72491,4572,1524,647,28656.82,4536768.99
CAM-593,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,Lead Generation,Referral,NGO,4599,362,29,9,13951.3,21403.44
CAM-327,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Growth Intelligence,LinkedIn,Government,82994,3979,1353,714,11959.73,5378371.31
CAM-823,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Forecasting Model,Lead Generation,LinkedIn,Government,77432,9204,2005,770,27144.66,4593317.59
CAM-545,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Lead Generation,Referral,Government,46334,3322,835,113,22188.65,400776.69
CAM-474,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Lead Generation,LinkedIn,SME,24553,2827,568,278,13064.61,1195884.81
CAM-306,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,AI Awareness,Google Ads,SME,83521,5940,938,273,15350.08,2842812.25
CAM-648,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,AI Awareness,Organic,SME,3394,251,46,13,12929.01,125696.33
CAM-283,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,Lead Generation,Google Ads,Enterprise,8088,326,88,26,39702.52,263605.85
CAM-632,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Lead Generation,Google Ads,SME,44717,3125,254,36,7670.75,126924.32
CAM-679,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Lead Generation,LinkedIn,NGO,17649,1219,235,114,35573.2,1351923.19
CAM-405,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,AI Awareness,LinkedIn,Government,47640,5138,1560,439,26837.53,3057534.2
CAM-423,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Growth Intelligence,Referral,Enterprise,70506,5764,1314,140,20656.72,1397698.21
CAM-892,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Growth Intelligence,LinkedIn,Government,31864,3267,1171,193,15942.15,2068883.98
CAM-679,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Market Expansion,Email,Government,16357,706,84,9,14702.61,101656.71
CAM-116,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,Digital Efficiency,Facebook,Government,74630,2839,636,269,1697.04,2245406.18
CAM-844,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,Lead Generation,Facebook,Startup,26882,1534,355,83,11488.42,687599.98
CAM-102,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Lead Generation,Email,Startup,12658,1072,214,32,27242.2,109385.05
CAM-757,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Market Expansion,Google Ads,NGO,6056,688,207,81,11569.88,181146.63
CAM-105,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,HR Analytics,Digital Efficiency,Referral,Startup,18394,2129,553,245,35270.67,2214878.65
CAM-335,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Market Expansion,Email,Enterprise,40323,1198,391,64,6576.81,744452.69
CAM-671,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Digital Efficiency,Organic,SME,19752,1264,449,251,5108.35,2673006.56
CAM-297,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Market Expansion,LinkedIn,Government,67415,2174,676,315,5261.25,2693971.12
CAM-286,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Digital Efficiency,LinkedIn,Government,38699,4437,490,291,2330.85,1204248.42
CAM-219,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Digital Efficiency,Email,Enterprise,31426,2706,476,52,4790.32,153667.99
CAM-191,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,AI Awareness,LinkedIn,Government,65003,3912,486,187,22194.08,401364.71
CAM-952,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,Digital Efficiency,LinkedIn,SME,28244,508,152,56,17891.16,295370.99
CAM-781,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Growth Intelligence,Google Ads,Enterprise,38364,2052,407,74,38141.23,340769.05
CAM-684,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,AI Awareness,LinkedIn,Startup,64290,4822,1657,902,23470.5,2169756.62
CAM-467,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,AI Awareness,LinkedIn,Enterprise,40373,925,169,37,18489.24,466725.26
CAM-995,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,Market Expansion,Referral,Enterprise,58007,3227,749,381,5036.77,3434789.72
CAM-297,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Digital Efficiency,LinkedIn,Government,75847,7581,1105,359,1719.27,2954886.43
CAM-437,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Market Expansion,LinkedIn,SME,61372,5440,1264,169,8128.43,2128173.2
CAM-514,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,Lead Generation,Facebook,NGO,55363,2422,803,360,6835.66,3702195.3
CAM-252,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Market Expansion,Organic,Government,77263,4237,1195,507,18540.67,4259300.98
CAM-575,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Market Expansion,Referral,SME,60232,1531,365,90,5385.86,1128807.89
CAM-328,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Digital Efficiency,Facebook,SME,83993,4160,1078,390,28675.95,1931516.06
CAM-759,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,HR Analytics,Lead Generation,Facebook,Government,17233,1548,255,72,13918.38,303402.77
CAM-846,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,AI Awareness,Facebook,NGO,61971,5854,2062,876,15435.62,4487023.34
CAM-296,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Market Expansion,LinkedIn,NGO,49684,4346,1001,354,33656.42,3714322.65
CAM-324,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,Growth Intelligence,Referral,Enterprise,39547,2824,905,558,37543.03,1984567.96
CAM-277,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,Lead Generation,Referral,Government,12094,1320,382,217,17914.74,2148505.25
CAM-249,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,HR Analytics,Digital Efficiency,Google Ads,Government,8425,331,39,9,38628.69,74355.3
CAM-450,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Growth Intelligence,Referral,SME,47512,2685,271,77,37058.07,500965.47
CAM-203,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,AI Awareness,Organic,SME,33768,2669,516,74,38859.34,752879.39
CAM-507,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Growth Intelligence,LinkedIn,NGO,18934,567,54,12,30943.94,35830.71
CAM-524,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,Lead Generation,LinkedIn,Startup,40112,1832,496,280,25079.34,1493685.55
CAM-157,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,AI Awareness,Facebook,Government,8011,755,75,19,24367.56,207818.23
CAM-758,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,AI Awareness,Organic,Enterprise,42368,1416,164,27,3261.83,94812.49
CAM-549,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Market Expansion,Referral,Startup,8924,1065,90,51,14030.51,611852.44
CAM-261,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Growth Intelligence,Email,Enterprise,1518,50,4,1,14634.4,10540.69
CAM-910,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Forecasting Model,AI Awareness,Facebook,NGO,16221,1509,281,149,17197.47,870206.5
CAM-257,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Digital Efficiency,Referral,Enterprise,8146,748,71,27,34497.97,265564.45
CAM-680,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,Market Expansion,Organic,SME,5870,628,128,70,36558.07,779709.59
CAM-947,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,AI Awareness,Organic,Government,15574,1244,149,30,23622.48,198799.89
CAM-804,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Lead Generation,Organic,Enterprise,49453,2634,442,88,13736.96,382813.83
CAM-632,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Lead Generation,Facebook,Government,6908,734,184,58,28547.51,463191.75
CAM-538,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Lead Generation,Organic,SME,66367,3455,662,170,25054.17,728522.39
CAM-815,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Digital Efficiency,Organic,NGO,28131,2353,210,121,20028.17,1033793.44
CAM-244,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Digital Efficiency,Organic,Government,81203,2729,526,238,38970.93,2313033.66
CAM-578,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,Digital Efficiency,Referral,Startup,77699,8279,2886,1008,39946.19,4991094.43
CAM-932,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Market Expansion,Email,Government,14142,327,60,27,8410.81,281819.25
CAM-571,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Growth Intelligence,Organic,Enterprise,61193,4478,1444,509,12466.56,4609012.02
CAM-278,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Lead Generation,Google Ads,Enterprise,69200,8071,2418,1435,3147.65,14773091.0
CAM-713,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Digital Efficiency,Organic,Startup,36832,3078,550,135,35426.01,1611380.73
CAM-702,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,AI Awareness,Facebook,Startup,66769,2185,602,202,10030.43,909610.64
CAM-293,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,Market Expansion,LinkedIn,NGO,71711,5174,1031,591,23337.11,4730204.53
CAM-644,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,AI Awareness,Referral,Enterprise,11797,1076,125,67,2334.38,374546.23
CAM-257,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,Lead Generation,Facebook,Enterprise,2893,102,25,4,34958.25,43021.45
CAM-393,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Digital Efficiency,Google Ads,Enterprise,57918,6027,1044,443,16065.67,4638770.19
CAM-990,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,AI Awareness,Facebook,SME,78135,7908,1559,167,6663.71,2137110.42
CAM-514,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Growth Intelligence,Organic,Enterprise,30926,641,140,28,24626.48,88350.79
CAM-296,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Lead Generation,Organic,Government,6939,813,184,67,36977.95,786210.07
CAM-653,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,Lead Generation,Organic,Startup,43023,4967,1338,198,17321.74,1045804.25
CAM-143,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Growth Intelligence,Referral,SME,32945,529,178,59,4421.12,618587.63
CAM-340,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,AI Awareness,Google Ads,Government,34383,2453,593,202,18159.56,1903937.51
CAM-497,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Growth Intelligence,Google Ads,Startup,68472,4788,438,108,14496.67,817481.73
CAM-493,2026-05-08,Botswana,Maun,-19.9833,23.4167,Forecasting Model,Digital Efficiency,Referral,SME,10437,729,114,34,16249.58,403356.91
CAM-812,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,AI Awareness,Email,Government,71180,1979,289,159,31858.54,1989722.54
CAM-267,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,Market Expansion,Referral,SME,80544,1494,513,89,20110.2,318280.54
CAM-676,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,Digital Efficiency,Referral,Startup,23897,2364,677,273,12338.11,3168597.06
CAM-680,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,AI Awareness,Facebook,Enterprise,20112,1169,379,135,8996.5,422191.28
CAM-244,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Market Expansion,Facebook,Enterprise,32982,3609,479,290,31431.05,3193008.44
CAM-933,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Lead Generation,Google Ads,Startup,4199,454,77,28,17515.72,139015.91
CAM-868,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Lead Generation,LinkedIn,NGO,21703,2210,355,164,13156.08,824361.03
CAM-758,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,Digital Efficiency,LinkedIn,Enterprise,37707,2954,559,196,6031.24,1009937.8
CAM-177,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Lead Generation,LinkedIn,Enterprise,45258,780,117,14,5012.61,52074.9
CAM-403,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Growth Intelligence,Facebook,SME,36858,3163,757,257,24833.01,2424208.31
CAM-693,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Lead Generation,Facebook,Enterprise,3609,316,101,16,7768.67,99790.12
