client_id,date,country,region,latitude,longitude,segment,industry,service_interest,lead_source,conversion_status,repeat_customer,lifetime_value
C-9635,2026-04-27,Nigeria,Lagos,6.5244,3.3792,SME,Technology,Process Optimisation,Google Ads,Lead,Yes,13469.35
C-5137,2026-05-07,Botswana,Maun,-19.9833,23.4167,Government,Insurance,Forecasting Model,Organic,Lead,Yes,9031.4
C-5702,2026-03-16,Kenya,Nairobi,-1.2921,36.8219,Startup,Insurance,Cybersecurity,LinkedIn,Not Converted,Yes,8652.87
C-7626,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,Startup,Retail,HR Analytics,Google Ads,Converted,Yes,66776.33
C-4419,2026-02-02,Kenya,Nairobi,-1.2921,36.8219,Government,Insurance,Cybersecurity,LinkedIn,Converted,Yes,171892.45
C-8403,2026-02-18,Nigeria,Lagos,6.5244,3.3792,Startup,Insurance,Process Optimisation,Organic,Not Converted,Yes,2217.73
C-4352,2025-12-09,Nigeria,Lagos,6.5244,3.3792,NGO,Education,BI Dashboard,LinkedIn,Lead,Yes,15733.73
C-2318,2026-03-29,Namibia,Windhoek,-22.5609,17.0658,Government,Mining,HR Analytics,Organic,Lead,Yes,940.05
C-8112,2026-02-26,Botswana,Francistown,-21.1702,27.5079,Startup,Agriculture,Data Automation,Organic,Lead,Yes,6739.32
C-1563,2026-01-13,South Africa,Cape Town,-33.9249,18.4241,Government,Education,Cybersecurity,Google Ads,Converted,Yes,71311.32
C-3305,2026-04-03,Botswana,Maun,-19.9833,23.4167,Enterprise,Mining,Cybersecurity,Email,Lead,No,7101.03
C-6835,2026-03-16,Botswana,Francistown,-21.1702,27.5079,Startup,Finance,Forecasting Model,LinkedIn,Lead,No,6276.18
C-3292,2026-01-06,Botswana,Francistown,-21.1702,27.5079,Startup,Finance,AI Chatbot,Email,Not Converted,No,15071.76
C-6008,2026-02-23,Botswana,Francistown,-21.1702,27.5079,NGO,Insurance,BI Dashboard,Organic,Lead,No,2191.88
C-5234,2026-03-17,Kenya,Nairobi,-1.2921,36.8219,SME,Agriculture,Cybersecurity,Facebook,Converted,No,61473.36
C-6145,2025-11-12,Zambia,Lusaka,-15.3875,28.3228,Startup,Education,BI Dashboard,Facebook,Not Converted,Yes,17971.39
C-8132,2026-01-10,South Africa,Johannesburg,-26.2041,28.0473,NGO,Insurance,Cybersecurity,Organic,Not Converted,Yes,4767.72
C-4071,2026-02-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Insurance,BI Dashboard,Facebook,Converted,No,29284.29
C-1436,2025-12-22,Botswana,Francistown,-21.1702,27.5079,Government,Mining,Data Automation,Organic,Converted,Yes,170921.3
C-2093,2026-01-29,Zambia,Lusaka,-15.3875,28.3228,Government,Agriculture,AI Chatbot,Google Ads,Lead,No,15080.79
C-8862,2026-03-28,Nigeria,Lagos,6.5244,3.3792,Government,Education,HR Analytics,Referral,Lead,No,16909.67
C-8340,2025-11-08,Kenya,Nairobi,-1.2921,36.8219,NGO,Finance,HR Analytics,Organic,Not Converted,No,11149.53
C-3173,2025-12-22,South Africa,Johannesburg,-26.2041,28.0473,Government,Mining,Forecasting Model,Google Ads,Converted,Yes,60871.9
C-3196,2026-01-24,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Education,Process Optimisation,Google Ads,Not Converted,Yes,2723.46
C-9914,2026-04-13,Nigeria,Lagos,6.5244,3.3792,SME,Retail,Cybersecurity,Referral,Converted,No,88656.57
C-3882,2026-01-27,Nigeria,Lagos,6.5244,3.3792,SME,Retail,Data Automation,Organic,Not Converted,Yes,13641.89
C-6845,2026-04-14,Kenya,Nairobi,-1.2921,36.8219,Startup,Finance,HR Analytics,Email,Lead,No,10599.87
C-9135,2026-04-26,Nigeria,Lagos,6.5244,3.3792,NGO,Finance,BI Dashboard,LinkedIn,Lead,Yes,4998.76
C-1958,2025-12-13,Botswana,Maun,-19.9833,23.4167,Enterprise,Technology,HR Analytics,Email,Not Converted,Yes,17609.68
C-6984,2026-03-13,Zambia,Lusaka,-15.3875,28.3228,Government,Technology,Process Optimisation,Referral,Converted,No,203155.89
C-9589,2025-12-17,Namibia,Windhoek,-22.5609,17.0658,Startup,Insurance,AI Chatbot,Facebook,Lead,Yes,2482.47
C-4227,2025-12-07,South Africa,Cape Town,-33.9249,18.4241,NGO,Education,Process Optimisation,Referral,Converted,No,179974.63
C-7588,2026-04-25,Botswana,Maun,-19.9833,23.4167,NGO,Mining,HR Analytics,Referral,Lead,No,3329.36
C-8808,2026-03-19,Botswana,Gaborone,-24.6282,25.9231,NGO,Retail,Cybersecurity,LinkedIn,Not Converted,Yes,1242.65
C-7371,2025-12-06,Nigeria,Lagos,6.5244,3.3792,NGO,Technology,BI Dashboard,Referral,Not Converted,Yes,9282.67
C-7302,2025-12-26,Botswana,Maun,-19.9833,23.4167,Startup,Mining,Process Optimisation,Referral,Lead,No,9437.91
C-6161,2026-03-27,South Africa,Cape Town,-33.9249,18.4241,NGO,Agriculture,HR Analytics,Organic,Lead,Yes,13733.87
C-9556,2026-01-06,Zambia,Lusaka,-15.3875,28.3228,Enterprise,Agriculture,Process Optimisation,Facebook,Lead,No,17305.8
C-8187,2026-02-15,Botswana,Francistown,-21.1702,27.5079,Enterprise,Agriculture,Forecasting Model,Referral,Lead,No,15362.57
C-9867,2026-04-02,Botswana,Gaborone,-24.6282,25.9231,SME,Agriculture,AI Chatbot,Email,Lead,No,9370.34
C-9404,2026-03-09,Zambia,Lusaka,-15.3875,28.3228,Startup,Technology,Data Automation,Referral,Lead,Yes,9391.39
C-4592,2026-02-11,Botswana,Gaborone,-24.6282,25.9231,NGO,Mining,Data Automation,Google Ads,Not Converted,Yes,5628.07
C-1276,2026-01-27,Namibia,Windhoek,-22.5609,17.0658,NGO,Agriculture,Cybersecurity,Facebook,Lead,No,7778.44
C-3136,2026-04-18,South Africa,Cape Town,-33.9249,18.4241,Startup,Agriculture,Process Optimisation,Referral,Lead,No,13401.9
C-3884,2026-02-01,Botswana,Gaborone,-24.6282,25.9231,Startup,Insurance,BI Dashboard,Google Ads,Lead,No,12920.04
C-5846,2026-04-27,Nigeria,Lagos,6.5244,3.3792,Government,Technology,Process Optimisation,Google Ads,Converted,No,229978.36
C-3357,2026-02-12,South Africa,Johannesburg,-26.2041,28.0473,Government,Insurance,Data Automation,Facebook,Not Converted,Yes,8624.38
C-8117,2025-12-21,South Africa,Johannesburg,-26.2041,28.0473,NGO,Mining,Data Automation,Referral,Converted,No,105416.68
C-4120,2026-03-21,South Africa,Cape Town,-33.9249,18.4241,NGO,Mining,Data Automation,Organic,Converted,Yes,247455.84
C-1610,2026-02-10,Zambia,Lusaka,-15.3875,28.3228,Startup,Agriculture,BI Dashboard,Google Ads,Not Converted,No,8623.13
C-5626,2025-12-21,Kenya,Nairobi,-1.2921,36.8219,Startup,Retail,Cybersecurity,Referral,Lead,Yes,11052.35
C-2119,2025-12-30,Namibia,Windhoek,-22.5609,17.0658,SME,Finance,AI Chatbot,LinkedIn,Not Converted,No,15715.73
C-5273,2026-01-24,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Technology,HR Analytics,Facebook,Lead,No,9480.59
C-5595,2025-11-10,Namibia,Windhoek,-22.5609,17.0658,Government,Agriculture,BI Dashboard,Referral,Lead,No,7848.27
C-3092,2026-03-17,Kenya,Nairobi,-1.2921,36.8219,Government,Agriculture,BI Dashboard,Google Ads,Converted,No,139513.63
C-5431,2026-03-09,Zambia,Lusaka,-15.3875,28.3228,SME,Retail,Process Optimisation,Email,Lead,Yes,9251.96
C-5651,2026-03-15,Botswana,Francistown,-21.1702,27.5079,Startup,Retail,Data Automation,Referral,Lead,Yes,4358.28
C-7808,2025-12-04,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Technology,BI Dashboard,Email,Not Converted,Yes,17053.13
C-5812,2025-11-26,Botswana,Maun,-19.9833,23.4167,Government,Technology,Process Optimisation,Facebook,Lead,Yes,12124.68
C-1384,2026-04-17,Zimbabwe,Harare,-17.8292,31.0522,NGO,Technology,Forecasting Model,LinkedIn,Converted,Yes,108061.97
C-1197,2026-04-05,Namibia,Windhoek,-22.5609,17.0658,SME,Technology,Process Optimisation,Google Ads,Lead,No,15010.1
C-3022,2025-11-17,Kenya,Nairobi,-1.2921,36.8219,SME,Education,AI Chatbot,Email,Lead,No,1439.83
C-9044,2026-04-03,Namibia,Windhoek,-22.5609,17.0658,Startup,Mining,AI Chatbot,Facebook,Lead,No,2553.9
C-1218,2026-05-02,Nigeria,Lagos,6.5244,3.3792,SME,Education,Data Automation,Organic,Converted,No,120732.44
C-8464,2026-03-30,Botswana,Francistown,-21.1702,27.5079,SME,Mining,Data Automation,Google Ads,Lead,No,11754.23
C-5173,2026-03-16,Botswana,Francistown,-21.1702,27.5079,NGO,Retail,BI Dashboard,Email,Lead,Yes,16049.63
C-5347,2026-01-23,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Finance,Forecasting Model,Email,Converted,No,246438.72
C-4319,2025-11-18,Botswana,Maun,-19.9833,23.4167,Enterprise,Finance,Cybersecurity,LinkedIn,Converted,No,80514.13
C-8996,2026-03-13,South Africa,Johannesburg,-26.2041,28.0473,NGO,Mining,Data Automation,Facebook,Converted,No,119336.67
C-3538,2026-01-15,Kenya,Nairobi,-1.2921,36.8219,NGO,Technology,Data Automation,Organic,Lead,No,12565.91
C-6874,2026-02-24,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Retail,AI Chatbot,Google Ads,Lead,Yes,6799.61
C-7168,2026-01-02,Botswana,Maun,-19.9833,23.4167,Government,Technology,Process Optimisation,LinkedIn,Converted,No,219636.89
C-3937,2026-01-23,Botswana,Francistown,-21.1702,27.5079,SME,Mining,HR Analytics,Facebook,Lead,No,5423.17
C-7442,2026-01-17,Botswana,Gaborone,-24.6282,25.9231,Government,Retail,Cybersecurity,Email,Converted,Yes,234402.34
C-5736,2026-05-03,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Insurance,Cybersecurity,Referral,Converted,No,129336.13
C-2339,2025-12-14,Botswana,Maun,-19.9833,23.4167,Enterprise,Retail,Forecasting Model,Organic,Converted,Yes,218683.25
C-5925,2026-02-20,Namibia,Windhoek,-22.5609,17.0658,Government,Agriculture,Process Optimisation,Facebook,Lead,No,1039.1
C-3847,2026-02-21,Zimbabwe,Harare,-17.8292,31.0522,NGO,Technology,BI Dashboard,Referral,Lead,No,11734.7
C-4268,2026-03-02,Zimbabwe,Harare,-17.8292,31.0522,Enterprise,Insurance,HR Analytics,Referral,Not Converted,Yes,14768.62
C-7124,2026-04-02,South Africa,Johannesburg,-26.2041,28.0473,Startup,Insurance,Forecasting Model,LinkedIn,Lead,No,16914.73
C-8375,2026-03-05,Botswana,Gaborone,-24.6282,25.9231,Startup,Finance,HR Analytics,Organic,Lead,Yes,5349.8
C-8951,2026-02-13,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Retail,AI Chatbot,Google Ads,Converted,No,203478.4
C-6625,2025-12-23,Zimbabwe,Harare,-17.8292,31.0522,Government,Technology,Data Automation,Facebook,Not Converted,No,13164.88
C-1841,2026-01-19,South Africa,Cape Town,-33.9249,18.4241,Startup,Education,HR Analytics,Facebook,Lead,Yes,14636.42
C-7745,2026-04-22,Kenya,Nairobi,-1.2921,36.8219,NGO,Agriculture,Cybersecurity,Google Ads,Converted,Yes,116961.18
C-2102,2025-12-03,South Africa,Cape Town,-33.9249,18.4241,Government,Technology,Forecasting Model,Google Ads,Lead,Yes,921.63
C-6951,2026-02-02,Namibia,Windhoek,-22.5609,17.0658,NGO,Mining,Forecasting Model,Facebook,Converted,Yes,207234.28
C-5753,2026-01-19,South Africa,Johannesburg,-26.2041,28.0473,Startup,Retail,HR Analytics,Google Ads,Lead,No,17525.96
C-7356,2026-04-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Finance,HR Analytics,Google Ads,Lead,No,4261.54
C-9106,2025-12-31,Namibia,Windhoek,-22.5609,17.0658,Startup,Education,Data Automation,Facebook,Not Converted,Yes,12705.04
C-5659,2025-11-24,Nigeria,Lagos,6.5244,3.3792,NGO,Education,Process Optimisation,Organic,Lead,Yes,13362.52
C-7552,2025-11-14,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Retail,HR Analytics,Google Ads,Converted,No,153736.25
C-7955,2026-01-03,Zimbabwe,Harare,-17.8292,31.0522,SME,Insurance,Forecasting Model,Organic,Converted,Yes,144380.07
C-8994,2026-01-14,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Insurance,Process Optimisation,Email,Converted,No,135790.1
C-2537,2025-11-12,South Africa,Johannesburg,-26.2041,28.0473,SME,Technology,AI Chatbot,LinkedIn,Lead,Yes,5711.09
C-6175,2026-04-14,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Agriculture,Data Automation,Facebook,Converted,Yes,156037.71
C-9848,2025-11-14,South Africa,Johannesburg,-26.2041,28.0473,Government,Education,Forecasting Model,Referral,Converted,Yes,35474.87
C-3370,2026-01-08,Zambia,Lusaka,-15.3875,28.3228,NGO,Retail,AI Chatbot,Google Ads,Lead,No,5619.99
C-3553,2026-03-14,Botswana,Maun,-19.9833,23.4167,Government,Agriculture,BI Dashboard,Email,Lead,Yes,15931.52
C-4166,2026-04-06,Zimbabwe,Harare,-17.8292,31.0522,NGO,Retail,Process Optimisation,Email,Lead,No,4942.46
C-8799,2026-03-09,Botswana,Gaborone,-24.6282,25.9231,Startup,Retail,HR Analytics,Google Ads,Converted,No,105519.51
C-3668,2026-01-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Technology,AI Chatbot,LinkedIn,Lead,No,11262.86
C-5677,2025-12-29,Namibia,Windhoek,-22.5609,17.0658,Startup,Education,Forecasting Model,Facebook,Converted,Yes,207666.73
C-9675,2025-12-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Agriculture,Data Automation,Organic,Not Converted,Yes,15090.1
C-2650,2026-04-27,Botswana,Maun,-19.9833,23.4167,SME,Finance,Data Automation,Referral,Lead,Yes,1406.45
C-6363,2025-12-06,Nigeria,Lagos,6.5244,3.3792,NGO,Technology,BI Dashboard,Referral,Converted,Yes,139901.45
C-7999,2026-02-09,Namibia,Windhoek,-22.5609,17.0658,Startup,Insurance,BI Dashboard,LinkedIn,Converted,Yes,52858.0
C-5651,2026-03-29,Zambia,Lusaka,-15.3875,28.3228,Startup,Finance,Cybersecurity,Email,Not Converted,Yes,11106.06
C-2907,2025-11-10,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Finance,Forecasting Model,Email,Converted,Yes,230331.07
C-1366,2025-12-04,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Education,Process Optimisation,Organic,Not Converted,No,7014.63
C-7736,2026-04-03,Nigeria,Lagos,6.5244,3.3792,SME,Insurance,Data Automation,Referral,Converted,Yes,91369.57
C-9188,2026-04-24,Botswana,Maun,-19.9833,23.4167,Enterprise,Technology,BI Dashboard,Organic,Converted,Yes,236060.59
C-2849,2025-12-23,South Africa,Johannesburg,-26.2041,28.0473,SME,Education,HR Analytics,LinkedIn,Converted,No,56535.38
C-7433,2026-04-03,South Africa,Johannesburg,-26.2041,28.0473,Startup,Education,Forecasting Model,Facebook,Lead,Yes,15425.03
C-6190,2026-03-11,Botswana,Maun,-19.9833,23.4167,NGO,Mining,Process Optimisation,Google Ads,Lead,No,12346.54
C-2568,2026-05-06,Botswana,Francistown,-21.1702,27.5079,SME,Finance,AI Chatbot,Organic,Not Converted,Yes,7028.93
C-4318,2025-11-24,South Africa,Cape Town,-33.9249,18.4241,Startup,Education,AI Chatbot,LinkedIn,Converted,Yes,185540.22
C-6712,2026-03-01,Botswana,Maun,-19.9833,23.4167,Enterprise,Technology,AI Chatbot,Facebook,Lead,Yes,10492.91
C-5741,2025-11-15,Nigeria,Lagos,6.5244,3.3792,NGO,Agriculture,HR Analytics,Referral,Lead,Yes,14004.74
C-8570,2025-11-08,Zambia,Lusaka,-15.3875,28.3228,Enterprise,Agriculture,BI Dashboard,Google Ads,Lead,Yes,9032.98
C-2476,2026-04-23,Botswana,Francistown,-21.1702,27.5079,Government,Insurance,Forecasting Model,Facebook,Lead,Yes,5920.75
C-4119,2026-04-13,Namibia,Windhoek,-22.5609,17.0658,NGO,Insurance,AI Chatbot,Facebook,Converted,Yes,25299.02
C-2671,2026-01-03,Nigeria,Lagos,6.5244,3.3792,SME,Mining,BI Dashboard,LinkedIn,Lead,Yes,5008.81
C-9117,2025-11-12,Zambia,Lusaka,-15.3875,28.3228,SME,Retail,AI Chatbot,Google Ads,Lead,Yes,6567.96
C-2025,2026-01-22,South Africa,Johannesburg,-26.2041,28.0473,NGO,Mining,Data Automation,Facebook,Lead,No,16063.62
C-4648,2026-03-01,Botswana,Gaborone,-24.6282,25.9231,SME,Education,BI Dashboard,Facebook,Lead,No,16232.92
C-5770,2026-04-18,Zambia,Lusaka,-15.3875,28.3228,NGO,Education,Data Automation,Google Ads,Lead,Yes,6178.88
C-8229,2026-03-12,Nigeria,Lagos,6.5244,3.3792,Enterprise,Insurance,Forecasting Model,Referral,Lead,Yes,15803.83
C-4050,2026-05-06,Zambia,Lusaka,-15.3875,28.3228,Government,Mining,HR Analytics,LinkedIn,Converted,Yes,76138.72
C-1405,2026-03-27,Botswana,Francistown,-21.1702,27.5079,NGO,Insurance,AI Chatbot,LinkedIn,Converted,No,136576.99
C-5413,2025-11-21,South Africa,Johannesburg,-26.2041,28.0473,SME,Education,Process Optimisation,Referral,Converted,No,234266.5
C-6964,2026-02-05,Zimbabwe,Harare,-17.8292,31.0522,SME,Retail,Process Optimisation,Email,Not Converted,Yes,6833.19
C-3810,2026-03-22,South Africa,Cape Town,-33.9249,18.4241,SME,Retail,Process Optimisation,Facebook,Lead,No,13191.4
C-6407,2025-12-29,Namibia,Windhoek,-22.5609,17.0658,NGO,Mining,AI Chatbot,Referral,Converted,No,208075.37
C-6237,2026-01-17,Namibia,Windhoek,-22.5609,17.0658,SME,Technology,AI Chatbot,Referral,Lead,Yes,13795.65
C-1595,2026-05-05,Namibia,Windhoek,-22.5609,17.0658,Government,Technology,Cybersecurity,Email,Not Converted,No,6134.07
C-3403,2025-12-16,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Insurance,BI Dashboard,LinkedIn,Not Converted,No,16283.11
C-6750,2025-11-16,Botswana,Francistown,-21.1702,27.5079,NGO,Education,Process Optimisation,Email,Not Converted,No,1473.2
C-6736,2025-12-12,South Africa,Cape Town,-33.9249,18.4241,Startup,Agriculture,BI Dashboard,Facebook,Not Converted,No,4617.54
C-1124,2026-04-05,South Africa,Cape Town,-33.9249,18.4241,SME,Agriculture,Data Automation,Organic,Converted,Yes,234877.09
C-7429,2025-12-24,Zambia,Lusaka,-15.3875,28.3228,Government,Agriculture,AI Chatbot,Organic,Lead,Yes,9132.51
C-5417,2026-03-22,Zambia,Lusaka,-15.3875,28.3228,NGO,Mining,Cybersecurity,Organic,Not Converted,No,1595.74
C-2296,2025-11-22,Botswana,Francistown,-21.1702,27.5079,Government,Technology,Cybersecurity,Email,Converted,Yes,183929.13
C-4010,2026-04-20,Namibia,Windhoek,-22.5609,17.0658,SME,Education,Forecasting Model,Facebook,Lead,Yes,15753.01
C-6681,2026-04-19,Nigeria,Lagos,6.5244,3.3792,Startup,Mining,AI Chatbot,Email,Lead,No,3685.5
C-8990,2026-05-01,Botswana,Francistown,-21.1702,27.5079,SME,Finance,Cybersecurity,Facebook,Converted,Yes,61041.91
C-2418,2026-05-03,Nigeria,Lagos,6.5244,3.3792,SME,Finance,BI Dashboard,Google Ads,Converted,Yes,131593.52
C-4823,2026-01-11,Nigeria,Lagos,6.5244,3.3792,NGO,Retail,Forecasting Model,Organic,Converted,Yes,152891.07
C-6883,2025-12-11,Zambia,Lusaka,-15.3875,28.3228,Government,Finance,HR Analytics,Email,Converted,No,90719.52
C-3928,2025-12-23,Zambia,Lusaka,-15.3875,28.3228,Government,Insurance,Forecasting Model,Referral,Converted,No,116246.29
C-8598,2026-03-30,Kenya,Nairobi,-1.2921,36.8219,Government,Insurance,AI Chatbot,Email,Converted,No,105339.48
C-4112,2025-12-20,Nigeria,Lagos,6.5244,3.3792,SME,Technology,Process Optimisation,Referral,Converted,Yes,168932.84
C-9180,2026-01-18,Zambia,Lusaka,-15.3875,28.3228,SME,Insurance,Cybersecurity,Organic,Lead,No,9013.59
C-3801,2026-04-24,Botswana,Francistown,-21.1702,27.5079,Government,Insurance,Cybersecurity,LinkedIn,Lead,Yes,9386.78
C-7297,2026-01-28,Zambia,Lusaka,-15.3875,28.3228,SME,Finance,Forecasting Model,Google Ads,Lead,Yes,12107.25
C-4311,2026-01-07,Botswana,Maun,-19.9833,23.4167,Government,Education,HR Analytics,Google Ads,Lead,No,15497.96
C-5395,2025-12-12,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Technology,HR Analytics,Email,Lead,Yes,1580.19
C-1714,2026-05-01,Nigeria,Lagos,6.5244,3.3792,Enterprise,Finance,AI Chatbot,Referral,Lead,Yes,6438.41
C-4641,2026-02-28,Botswana,Francistown,-21.1702,27.5079,SME,Insurance,BI Dashboard,Organic,Converted,No,250604.09
C-7544,2026-04-25,Namibia,Windhoek,-22.5609,17.0658,Government,Technology,BI Dashboard,Organic,Converted,Yes,74363.66
C-5243,2025-11-23,Kenya,Nairobi,-1.2921,36.8219,Government,Retail,Forecasting Model,LinkedIn,Not Converted,No,15964.85
C-7662,2026-05-03,South Africa,Johannesburg,-26.2041,28.0473,NGO,Insurance,AI Chatbot,Referral,Converted,Yes,116366.03
C-4581,2026-03-23,South Africa,Johannesburg,-26.2041,28.0473,Government,Education,Forecasting Model,Facebook,Lead,No,14913.59
C-4133,2026-04-08,Zambia,Lusaka,-15.3875,28.3228,Startup,Mining,AI Chatbot,Facebook,Converted,Yes,148637.65
C-7059,2026-03-04,Botswana,Francistown,-21.1702,27.5079,NGO,Education,AI Chatbot,Organic,Not Converted,Yes,15904.28
C-9715,2026-02-16,Zambia,Lusaka,-15.3875,28.3228,NGO,Education,Data Automation,Google Ads,Lead,Yes,2736.89
C-9119,2025-12-04,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Finance,Process Optimisation,Facebook,Lead,No,9182.18
C-8700,2025-12-23,Zimbabwe,Harare,-17.8292,31.0522,SME,Insurance,Data Automation,LinkedIn,Lead,Yes,17868.21
C-4734,2025-12-11,Zambia,Lusaka,-15.3875,28.3228,Enterprise,Retail,Process Optimisation,Referral,Converted,No,160078.77
C-3644,2026-01-25,Botswana,Francistown,-21.1702,27.5079,Startup,Agriculture,AI Chatbot,Organic,Not Converted,Yes,10028.26
C-3832,2026-03-24,Botswana,Francistown,-21.1702,27.5079,NGO,Technology,Forecasting Model,LinkedIn,Lead,No,14933.02
C-7889,2026-04-30,South Africa,Johannesburg,-26.2041,28.0473,Government,Education,Data Automation,Google Ads,Not Converted,No,11230.84
C-5865,2026-02-25,Botswana,Maun,-19.9833,23.4167,NGO,Education,Data Automation,Organic,Converted,Yes,42849.97
C-3128,2026-01-19,Kenya,Nairobi,-1.2921,36.8219,Government,Insurance,Cybersecurity,Facebook,Lead,No,17611.1
C-8997,2026-03-01,Nigeria,Lagos,6.5244,3.3792,Government,Education,Forecasting Model,Facebook,Converted,Yes,68773.78
C-3814,2026-02-16,Zambia,Lusaka,-15.3875,28.3228,SME,Mining,HR Analytics,Referral,Converted,No,186834.14
C-3710,2026-02-04,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Agriculture,Process Optimisation,Organic,Lead,No,5262.19
C-7016,2026-01-01,Nigeria,Lagos,6.5244,3.3792,Startup,Finance,AI Chatbot,Facebook,Converted,No,168560.77
C-7337,2026-04-16,Botswana,Maun,-19.9833,23.4167,Enterprise,Insurance,Cybersecurity,Google Ads,Lead,Yes,15259.31
C-2880,2025-12-04,Zimbabwe,Harare,-17.8292,31.0522,Government,Mining,Process Optimisation,Google Ads,Converted,Yes,189056.89
C-2981,2026-03-14,Nigeria,Lagos,6.5244,3.3792,Enterprise,Education,HR Analytics,Referral,Converted,Yes,141520.77
C-2382,2026-03-20,Zambia,Lusaka,-15.3875,28.3228,SME,Retail,AI Chatbot,LinkedIn,Lead,Yes,15049.51
C-9140,2026-01-03,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Technology,Forecasting Model,Facebook,Lead,No,2794.88
C-4151,2025-12-16,Nigeria,Lagos,6.5244,3.3792,Startup,Insurance,AI Chatbot,LinkedIn,Lead,Yes,9590.88
C-9274,2026-03-26,Botswana,Gaborone,-24.6282,25.9231,NGO,Technology,AI Chatbot,Referral,Lead,No,9361.96
C-5910,2026-02-16,Zambia,Lusaka,-15.3875,28.3228,SME,Finance,AI Chatbot,LinkedIn,Lead,No,5797.34
C-7511,2026-03-13,Zimbabwe,Harare,-17.8292,31.0522,Startup,Mining,Forecasting Model,LinkedIn,Converted,No,239993.26
C-3554,2026-02-25,South Africa,Johannesburg,-26.2041,28.0473,Startup,Retail,Data Automation,Referral,Lead,No,4350.17
C-2935,2026-02-22,Zimbabwe,Harare,-17.8292,31.0522,SME,Education,BI Dashboard,Email,Converted,No,46073.17
C-2327,2026-01-28,Zambia,Lusaka,-15.3875,28.3228,SME,Insurance,BI Dashboard,Facebook,Not Converted,Yes,1240.43
C-3703,2026-01-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Education,BI Dashboard,Organic,Lead,Yes,4386.94
C-8983,2025-11-30,South Africa,Johannesburg,-26.2041,28.0473,SME,Finance,Forecasting Model,Email,Not Converted,No,9222.95
C-5895,2026-04-15,Zimbabwe,Harare,-17.8292,31.0522,SME,Agriculture,AI Chatbot,Google Ads,Lead,Yes,14155.6
C-7718,2026-02-20,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Finance,BI Dashboard,Organic,Lead,Yes,10684.66
C-7533,2026-04-21,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Education,AI Chatbot,LinkedIn,Converted,No,121230.17
C-8725,2026-03-20,Zambia,Lusaka,-15.3875,28.3228,Enterprise,Agriculture,Data Automation,Referral,Converted,No,217176.79
C-5107,2025-11-24,Zimbabwe,Harare,-17.8292,31.0522,NGO,Retail,AI Chatbot,Google Ads,Lead,No,1645.66
C-4417,2026-04-26,Botswana,Maun,-19.9833,23.4167,Government,Education,Process Optimisation,Email,Lead,No,10516.19
C-5088,2026-02-21,South Africa,Cape Town,-33.9249,18.4241,NGO,Retail,HR Analytics,Email,Converted,No,134827.83
C-8312,2026-02-18,Namibia,Windhoek,-22.5609,17.0658,Startup,Insurance,AI Chatbot,Referral,Lead,Yes,5406.5
C-8103,2026-04-16,Kenya,Nairobi,-1.2921,36.8219,NGO,Insurance,HR Analytics,Facebook,Lead,No,9631.05
C-4362,2026-02-10,Kenya,Nairobi,-1.2921,36.8219,NGO,Mining,Forecasting Model,Referral,Lead,No,12647.08
C-8251,2025-12-28,Namibia,Windhoek,-22.5609,17.0658,SME,Insurance,Forecasting Model,LinkedIn,Not Converted,Yes,1350.03
C-8143,2026-03-27,Nigeria,Lagos,6.5244,3.3792,Startup,Technology,BI Dashboard,Email,Lead,No,6548.89
C-8248,2025-11-14,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Technology,Forecasting Model,Email,Not Converted,Yes,17637.53
C-9064,2026-04-21,Nigeria,Lagos,6.5244,3.3792,Enterprise,Retail,AI Chatbot,Email,Converted,Yes,95152.37
C-1430,2026-04-24,Namibia,Windhoek,-22.5609,17.0658,Startup,Mining,Forecasting Model,Email,Lead,No,10592.07
C-8199,2026-04-02,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Mining,Data Automation,Google Ads,Converted,No,66332.6
